Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-04-16 00:00:00-03:00,9.657973319241238,9.825937912435675,9.582389052074152,9.775548934936523,4551400,0.0,0.0
2010-04-19 00:00:00-03:00,9.741955871218284,9.741955871218284,9.573990479606868,9.69996452331543,364900,0.0,0.0
2010-04-20 00:00:00-03:00,9.725159011689804,9.758751929828419,9.657973175412575,9.69996452331543,367700,0.0,0.0
2010-04-22 00:00:00-03:00,9.71675973721785,9.733556595286126,9.615980991563012,9.65797233581543,2086400,0.0,0.0
2010-04-23 00:00:00-03:00,9.725158166251989,9.725158166251989,9.531999103976451,9.65797233581543,1107300,0.0,0.0
2010-04-26 00:00:00-03:00,9.565591287016662,9.657971596566304,9.557192858625363,9.573988914489746,45400,0.0,0.0
2010-04-27 00:00:00-03:00,9.649573487676696,9.649573487676696,9.456414433790531,9.548794746398926,283100,0.0,0.0
2010-04-28 00:00:00-03:00,9.632777112310622,9.632777112310622,9.238059788019944,9.573988914489746,37900,0.0,0.0
2010-04-29 00:00:00-03:00,9.481608499225676,9.65797148888553,9.448015586953236,9.61598014831543,159700,0.0,0.0
2010-04-30 00:00:00-03:00,9.573991754591258,9.985506057739258,9.573991754591258,9.985506057739258,708400,0.0,0.0
2010-05-03 00:00:00-03:00,9.783947824528187,9.9015234553726,9.657974563630821,9.825939178466797,6100,0.0,0.0
2010-05-04 00:00:00-03:00,9.825936911906826,9.825936911906826,9.65797233581543,9.65797233581543,225600,0.0,0.0
2010-05-05 00:00:00-03:00,9.65797233581543,9.65797233581543,9.65797233581543,9.65797233581543,0,0.0,0.0
2010-05-06 00:00:00-03:00,9.691565031322593,9.817538260305716,9.179272885628107,9.741954803466797,445700,0.0,0.0
2010-05-07 00:00:00-03:00,9.657971172451239,9.657971172451239,9.448015277397952,9.64117431640625,121800,0.0,0.0
2010-05-10 00:00:00-03:00,9.993901487998222,10.052689690318916,9.615980991563012,9.65797233581543,82100,0.0,0.0
2010-05-11 00:00:00-03:00,9.65797233581543,9.65797233581543,9.65797233581543,9.65797233581543,36800,0.0,0.0
2010-05-12 00:00:00-03:00,9.288449998280196,9.977105140686035,9.288449998280196,9.977105140686035,39900,0.0,0.0
2010-05-13 00:00:00-03:00,9.909918785095215,10.00229909411553,9.65797154122738,9.909918785095215,297800,0.0,0.0
2010-05-14 00:00:00-03:00,9.993900299072266,9.993900299072266,9.993900299072266,9.993900299072266,100,0.0,0.0
2010-05-17 00:00:00-03:00,9.993902705807642,10.061088544431147,9.783946759879596,9.867929458618164,120100,0.0,0.0
2010-05-18 00:00:00-03:00,9.985507259158066,9.985507259158066,9.573992906498201,9.78394889831543,10600,0.0,0.0
2010-05-19 00:00:00-03:00,9.573991724245806,9.733558706837023,9.406027111716984,9.557195663452148,76100,0.0,0.0
2010-05-20 00:00:00-03:00,9.406027527355693,9.448018882573049,8.650186337117242,8.944124221801758,189600,0.0,0.0
2010-05-21 00:00:00-03:00,9.15407893878758,9.406026234544326,8.68377806756547,8.717370986938477,231900,0.0,0.0
2010-05-24 00:00:00-03:00,8.734167611495144,8.95252200201213,8.482221100349236,8.801353454589844,265000,0.0,0.0
2010-05-25 00:00:00-03:00,8.79295519285023,8.818149681970143,8.574600818028655,8.776158332824707,138600,0.0,0.0
