Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-03:00,20.631196975708008,20.631196975708008,20.04513168334961,20.053625106811523,14834,0.0,0.0
2021-01-05 00:00:00-03:00,19.883750915527344,20.130067825317383,19.87525749206543,19.917726516723633,10596,0.0,0.0
2021-01-06 00:00:00-03:00,19.87525749206543,20.04513168334961,19.87525749206543,20.04513168334961,4709,0.0,0.0
2021-01-07 00:00:00-03:00,19.79881477355957,21.013412475585938,19.790319442749023,20.393373489379883,10242,0.0,0.0
2021-01-08 00:00:00-03:00,20.784082412719727,21.19178009033203,20.469816207885742,21.19178009033203,4944,0.0,0.0
2021-01-11 00:00:00-03:00,20.563247680664062,21.149311065673828,19.790319442749023,19.790319442749023,18366,0.0,0.0
2021-01-12 00:00:00-03:00,20.308435440063477,20.308435440063477,19.110824584960938,19.110824584960938,28256,0.0,0.0
2021-01-13 00:00:00-03:00,19.53550910949707,19.53550910949707,18.69463348388672,18.69463348388672,20603,0.0,0.0
2021-01-14 00:00:00-03:00,18.69463348388672,19.433584213256836,18.69463348388672,18.771076202392578,8830,0.0,0.0
2021-01-15 00:00:00-03:00,18.771076202392578,19.110824584960938,18.43132781982422,19.110824584960938,252540,0.0,0.0
2021-01-18 00:00:00-03:00,19.53550910949707,20.35090446472168,18.45680809020996,18.45680809020996,13186,0.0,0.0
2021-01-19 00:00:00-03:00,18.67764663696289,18.686138153076172,18.43132781982422,18.67764663696289,9889,0.0,0.0
2021-01-20 00:00:00-03:00,18.67764663696289,18.90697479248047,18.67764663696289,18.67764663696289,8947,0.0,0.0
2021-01-21 00:00:00-03:00,18.703126907348633,19.960193634033203,18.38886070251465,18.38886070251465,28020,0.0,0.0
2021-01-22 00:00:00-03:00,18.38886070251465,19.110824584960938,18.26145362854004,18.686138153076172,14128,0.0,0.0
2021-01-26 00:00:00-03:00,18.85601234436035,19.127811431884766,18.686138153076172,19.017393112182617,5298,0.0,0.0
2021-01-27 00:00:00-03:00,19.008899688720703,19.008899688720703,18.686138153076172,18.686138153076172,6828,0.0,0.0
2021-01-28 00:00:00-03:00,18.728607177734375,19.00040626525879,18.439821243286133,18.62668228149414,1766,0.0,0.0
2021-01-29 00:00:00-03:00,18.62668228149414,18.62668228149414,18.62668228149414,18.62668228149414,706,0.0,0.0
2021-02-01 00:00:00-03:00,18.6436710357666,18.686138153076172,18.6436710357666,18.686138153076172,2119,0.0,0.0
2021-02-02 00:00:00-03:00,18.405847549438477,19.76483917236328,18.405847549438477,19.53550910949707,9771,0.0,0.0
2021-02-03 00:00:00-03:00,19.246723175048828,19.654420852661133,19.246723175048828,19.38262367248535,1530,0.0,0.0
2021-02-04 00:00:00-03:00,19.450571060180664,19.662914276123047,19.34015464782715,19.53550910949707,2590,0.0,0.0
2021-02-05 00:00:00-03:00,19.64592742919922,19.662914276123047,19.19576072692871,19.53550910949707,2707,0.0,0.0
2021-02-08 00:00:00-03:00,19.34015464782715,19.960193634033203,19.34015464782715,19.960193634033203,1883,0.0,0.0
2021-02-09 00:00:00-03:00,19.977182388305664,20.393373489379883,19.53550910949707,19.53550910949707,2472,0.0,0.0
2021-02-10 00:00:00-03:00,20.29144859313965,20.384878158569336,18.771076202392578,18.771076202392578,3885,0.0,0.0
2021-02-11 00:00:00-03:00,18.771076202392578,19.102331161499023,18.686138153076172,18.686138153076172,10949,0.0,0.0
2021-02-12 00:00:00-03:00,19.187267303466797,20.21500587463379,18.771076202392578,20.21500587463379,2472,0.0,0.0
2021-02-17 00:00:00-03:00,20.21500587463379,20.21500587463379,19.110824584960938,19.527015686035156,4827,0.0,0.0
2021-02-18 00:00:00-03:00,19.19576072692871,19.36563491821289,18.686138153076172,18.703126907348633,23546,0.0,0.0
2021-02-19 00:00:00-03:00,18.81354522705078,18.81354522705078,18.686138153076172,18.686138153076172,5062,0.0,0.0
2021-02-22 00:00:00-03:00,18.686138153076172,18.703126907348633,18.686138153076172,18.686138153076172,2707,0.0,0.0
2021-02-23 00:00:00-03:00,18.81354522705078,18.81354522705078,18.686138153076172,18.686138153076172,588,0.0,0.0
2021-02-24 00:00:00-03:00,18.711620330810547,18.711620330810547,18.686138153076172,18.686138153076172,353,0.0,0.0
2021-02-25 00:00:00-03:00,20.12157440185547,20.12157440185547,18.686138153076172,18.81354522705078,7652,0.0,0.0
2021-02-26 00:00:00-03:00,18.686138153076172,19.110824584960938,18.43132781982422,18.43132781982422,2354,0.0,0.0
2021-03-01 00:00:00-03:00,18.26145362854004,19.917726516723633,18.26145362854004,19.917726516723633,7299,0.0,0.0
2021-03-02 00:00:00-03:00,19.127811431884766,19.53550910949707,18.949443817138672,19.450571060180664,5180,0.0,0.0
2021-03-03 00:00:00-03:00,19.450571060180664,19.450571060180664,19.450571060180664,19.450571060180664,1177,0.0,0.0
2021-03-04 00:00:00-03:00,19.110824584960938,20.384878158569336,18.779569625854492,20.384878158569336,10360,0.0,0.0
2021-03-05 00:00:00-03:00,19.790319442749023,19.790319442749023,19.47605323791504,19.53550910949707,4827,0.0,0.0
2021-03-08 00:00:00-03:00,19.110824584960938,19.527015686035156,17.17426109313965,17.17426109313965,29080,0.0,0.0
2021-03-09 00:00:00-03:00,17.74333953857422,17.7518310546875,16.273927688598633,16.273927688598633,14952,0.0,0.0
2021-03-10 00:00:00-03:00,16.307903289794922,17.27618408203125,16.07857322692871,17.27618408203125,3061,0.0,0.0
2021-03-11 00:00:00-03:00,17.36961555480957,17.36961555480957,16.74108123779297,16.978906631469727,1059,0.0,0.0
2021-03-12 00:00:00-03:00,17.327146530151367,17.658401489257812,17.242210388183594,17.242210388183594,1412,0.0,0.0
2021-03-15 00:00:00-03:00,17.242210388183594,17.242210388183594,17.242210388183594,17.242210388183594,7652,0.0,0.0
2021-03-16 00:00:00-03:00,17.242210388183594,17.522502899169922,17.242210388183594,17.522502899169922,2354,0.0,0.0
2021-03-17 00:00:00-03:00,17.734844207763672,18.006643295288086,17.488527297973633,17.726350784301758,3061,0.0,0.0
2021-03-18 00:00:00-03:00,17.734844207763672,18.516265869140625,17.021373748779297,18.516265869140625,5533,0.0,0.0
2021-03-19 00:00:00-03:00,18.58421516418457,20.04513168334961,18.193504333496094,20.04513168334961,5415,0.0,0.0
2021-03-22 00:00:00-03:00,19.110824584960938,19.95170021057129,18.771076202392578,19.943206787109375,7064,0.0,0.0
2021-03-23 00:00:00-03:00,20.04513168334961,20.04513168334961,19.95170021057129,19.95170021057129,1530,0.0,0.0
2021-03-24 00:00:00-03:00,19.55249786376953,19.960193634033203,19.55249786376953,19.960193634033203,2943,0.0,0.0
2021-03-25 00:00:00-03:00,19.53550910949707,19.917726516723633,18.703126907348633,19.102331161499023,17306,0.0,0.0
2021-03-26 00:00:00-03:00,19.26371192932129,19.53550910949707,17.412084579467773,17.471540451049805,31552,0.0,0.0
2021-03-29 00:00:00-03:00,17.53948974609375,17.666894912719727,16.4353084564209,16.4353084564209,15658,0.0,0.0
2021-03-30 00:00:00-03:00,16.64765167236328,17.836769104003906,16.64765167236328,17.31015968322754,29198,0.0,0.0
2021-03-31 00:00:00-03:00,17.36961555480957,19.272205352783203,17.318653106689453,18.686138153076172,43679,0.0,0.0
2021-04-01 00:00:00-03:00,19.110824584960938,19.688396453857422,18.439821243286133,19.3316593170166,21898,0.0,0.0
2021-04-05 00:00:00-03:00,18.85601234436035,19.620445251464844,18.269947052001953,19.30617904663086,19543,0.0,0.0
2021-04-06 00:00:00-03:00,19.53550910949707,19.960193634033203,19.28919219970703,19.960193634033203,10831,0.0,0.0
2021-04-07 00:00:00-03:00,19.960193634033203,21.234249114990234,19.960193634033203,21.234249114990234,14952,0.0,0.0
2021-04-08 00:00:00-03:00,21.234249114990234,22.771608352661133,21.234249114990234,22.0836181640625,9889,0.0,0.0
2021-04-09 00:00:00-03:00,22.092113494873047,22.924495697021484,21.658933639526367,21.658933639526367,50861,0.0,0.0
2021-04-12 00:00:00-03:00,20.987932205200195,21.94771957397461,20.97943878173828,21.913745880126953,7064,0.0,0.0
2021-04-13 00:00:00-03:00,22.0836181640625,22.0836181640625,21.964706420898438,22.0836181640625,13186,0.0,0.0
